14:20:09.440 -> Temperature: 22.06⸮C  |  71.71⸮F
15:17:10.127 -> Temperature: 38.19⸮C  |  100.74⸮F
15:17:11.298 -> Temperature: 38.06⸮C  |  100.51⸮F
15:17:12.465 -> Temperature: 38.00⸮C  |  100.40⸮F
15:17:13.654 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:14.816 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:15.985 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:17.187 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:18.349 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:19.512 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:20.704 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:21.868 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:23.031 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:24.219 -> Temperature: 37.75⸮C  |  99.95⸮F
15:17:25.382 -> Temperature: 37.75⸮C  |  99.95⸮F
15:17:26.553 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:27.741 -> Temperature: 37.94⸮C  |  100.29⸮F
15:17:28.891 -> Temperature: 37.94⸮C  |  100.29⸮F
15:17:30.081 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:31.253 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:32.409 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:33.605 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:34.763 -> Temperature: 37.94⸮C  |  100.29⸮F
15:17:35.937 -> Temperature: 38.00⸮C  |  100.40⸮F
15:17:37.094 -> Temperature: 38.00⸮C  |  100.40⸮F
15:17:38.274 -> Temperature: 38.06⸮C  |  100.51⸮F
15:17:39.471 -> Temperature: 38.00⸮C  |  100.40⸮F
15:17:40.641 -> Temperature: 38.00⸮C  |  100.40⸮F
15:17:41.797 -> Temperature: 38.00⸮C  |  100.40⸮F
15:17:42.962 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:44.131 -> Temperature: 37.75⸮C  |  99.95⸮F
15:17:45.324 -> Temperature: 37.69⸮C  |  99.84⸮F
15:17:46.483 -> Temperature: 37.69⸮C  |  99.84⸮F
15:17:47.679 -> Temperature: 37.75⸮C  |  99.95⸮F
15:17:48.836 -> Temperature: 37.88⸮C  |  100.18⸮F
15:17:50.020 -> Temperature: 37.81⸮C  |  100.06⸮F
15:17:51.179 -> Temperature: 37.75⸮C  |  99.95⸮F
15:17:52.349 -> Temperature: 37.69⸮C  |  99.84⸮F
15:17:53.515 -> Temperature: 37.69⸮C  |  99.84⸮F
15:17:54.701 -> Temperature: 37.63⸮C  |  99.72⸮F
15:17:55.865 -> Temperature: 37.56⸮C  |  99.61⸮F
15:17:57.063 -> Temperature: 37.44⸮C  |  99.39⸮F
15:17:58.225 -> Temperature: 37.56⸮C  |  99.61⸮F
15:17:59.386 -> Temperature: 37.69⸮C  |  99.84⸮F
15:18:00.576 -> Temperature: 37.75⸮C  |  99.95⸮F
15:18:01.740 -> Temperature: 37.81⸮C  |  100.06⸮F
15:18:02.900 -> Temperature: 37.81⸮C  |  100.06⸮F
15:18:04.099 -> Temperature: 37.81⸮C  |  100.06⸮F
15:18:05.255 -> Temperature: 37.81⸮C  |  100.06⸮F
15:18:06.427 -> Temperature: 37.75⸮C  |  99.95⸮F
15:18:07.587 -> Temperature: 37.81⸮C  |  100.06⸮F
15:18:08.776 -> Temperature: 37.81⸮C  |  100.06⸮F
15:18:09.937 -> Temperature: 37.88⸮C  |  100.18⸮F
15:18:11.134 -> Temperature: 38.00⸮C  |  100.40⸮F
15:18:12.303 -> Temperature: 38.06⸮C  |  100.51⸮F
15:18:13.455 -> Temperature: 38.25⸮C  |  100.85⸮F
15:18:14.655 -> Temperature: 38.50⸮C  |  101.30⸮F
15:18:15.795 -> Temperature: 38.50⸮C  |  101.30⸮F
15:18:16.989 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:18.145 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:19.317 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:20.507 -> Temperature: 38.50⸮C  |  101.30⸮F
15:18:21.688 -> Temperature: 38.50⸮C  |  101.30⸮F
15:18:22.847 -> Temperature: 38.38⸮C  |  101.07⸮F
15:18:24.007 -> Temperature: 38.38⸮C  |  101.07⸮F
15:18:25.198 -> Temperature: 38.56⸮C  |  101.41⸮F
15:18:26.365 -> Temperature: 38.69⸮C  |  101.64⸮F
15:18:27.525 -> Temperature: 38.69⸮C  |  101.64⸮F
15:18:28.696 -> Temperature: 38.63⸮C  |  101.52⸮F
15:18:29.898 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:31.053 -> Temperature: 38.38⸮C  |  101.07⸮F
15:18:32.215 -> Temperature: 38.50⸮C  |  101.30⸮F
15:18:33.411 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:34.571 -> Temperature: 38.31⸮C  |  100.96⸮F
15:18:35.741 -> Temperature: 38.31⸮C  |  100.96⸮F
15:18:36.926 -> Temperature: 38.25⸮C  |  100.85⸮F
15:18:38.082 -> Temperature: 38.13⸮C  |  100.62⸮F
15:18:39.274 -> Temperature: 38.13⸮C  |  100.62⸮F
15:18:40.425 -> Temperature: 38.19⸮C  |  100.74⸮F
15:18:41.619 -> Temperature: 38.25⸮C  |  100.85⸮F
15:18:42.781 -> Temperature: 38.13⸮C  |  100.62⸮F
15:18:43.947 -> Temperature: 38.13⸮C  |  100.62⸮F
15:18:45.135 -> Temperature: 38.25⸮C  |  100.85⸮F
15:18:46.301 -> Temperature: 38.31⸮C  |  100.96⸮F
15:18:47.460 -> Temperature: 38.38⸮C  |  101.07⸮F
15:18:48.649 -> Temperature: 38.38⸮C  |  101.07⸮F
15:18:49.831 -> Temperature: 38.31⸮C  |  100.96⸮F
15:18:50.982 -> Temperature: 38.38⸮C  |  101.07⸮F
15:18:52.167 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:53.327 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:54.509 -> Temperature: 38.44⸮C  |  101.19⸮F
15:18:55.701 -> Temperature: 38.38⸮C  |  101.07⸮F
15:18:56.870 -> Temperature: 38.25⸮C  |  100.85⸮F
15:18:58.032 -> Temperature: 38.19⸮C  |  100.74⸮F
15:18:59.218 -> Temperature: 38.19⸮C  |  100.74⸮F
15:19:00.378 -> Temperature: 38.19⸮C  |  100.74⸮F
15:19:01.539 -> Temperature: 38.19⸮C  |  100.74⸮F
15:19:02.710 -> Temperature: 38.13⸮C  |  100.62⸮F
15:19:03.891 -> Temperature: 38.06⸮C  |  100.51⸮F
15:19:05.065 -> Temperature: 38.06⸮C  |  100.51⸮F
15:19:06.257 -> Temperature: 38.06⸮C  |  100.51⸮F
15:19:07.419 -> Temperature: 38.06⸮C  |  100.51⸮F
15:19:08.569 -> Temperature: 38.00⸮C  |  100.40⸮F
15:19:09.749 -> Temperature: 37.94⸮C  |  100.29⸮F
15:19:10.940 -> Temperature: 37.81⸮C  |  100.06⸮F
15:19:12.103 -> Temperature: 37.69⸮C  |  99.84⸮F
15:19:13.286 -> Temperature: 37.56⸮C  |  99.61⸮F
15:19:14.455 -> Temperature: 37.56⸮C  |  99.61⸮F
15:19:15.615 -> Temperature: 37.56⸮C  |  99.61⸮F
15:19:16.793 -> Temperature: 37.63⸮C  |  99.72⸮F
15:19:17.977 -> Temperature: 37.75⸮C  |  99.95⸮F
15:19:19.141 -> Temperature: 37.75⸮C  |  99.95⸮F
15:19:20.304 -> Temperature: 37.81⸮C  |  100.06⸮F
15:19:21.500 -> Temperature: 37.88⸮C  |  100.18⸮F
15:19:22.655 -> Temperature: 38.00⸮C  |  100.40⸮F
15:19:23.821 -> Temperature: 38.13⸮C  |  100.62⸮F
15:19:25.011 -> Temperature: 38.13⸮C  |  100.62⸮F
15:19:26.176 -> Temperature: 38.19⸮C  |  100.74⸮F
15:19:27.365 -> Temperature: 38.25⸮C  |  100.85⸮F
15:19:28.537 -> Temperature: 38.25⸮C  |  100.85⸮F
15:19:29.702 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:30.863 -> Temperature: 38.38⸮C  |  101.07⸮F
15:19:32.047 -> Temperature: 38.38⸮C  |  101.07⸮F
15:19:33.211 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:34.373 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:35.552 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:36.721 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:37.895 -> Temperature: 38.38⸮C  |  101.07⸮F
15:19:39.062 -> Temperature: 38.38⸮C  |  101.07⸮F
15:19:40.262 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:41.420 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:42.592 -> Temperature: 38.38⸮C  |  101.07⸮F
15:19:43.756 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:44.946 -> Temperature: 38.25⸮C  |  100.85⸮F
15:19:46.112 -> Temperature: 38.31⸮C  |  100.96⸮F
15:19:47.277 -> Temperature: 38.44⸮C  |  101.19⸮F
15:19:48.468 -> Temperature: 38.50⸮C  |  101.30⸮F
15:19:49.621 -> Temperature: 38.63⸮C  |  101.52⸮F
15:19:50.805 -> Temperature: 38.56⸮C  |  101.41⸮F
15:19:51.974 -> Temperature: 38.56⸮C  |  101.41⸮F
15:19:53.135 -> Temperature: 38.69⸮C  |  101.64⸮F
15:19:54.322 -> Temperature: 38.69⸮C  |  101.64⸮F
15:19:55.504 -> Temperature: 38.63⸮C  |  101.52⸮F
15:19:56.666 -> Temperature: 38.75⸮C  |  101.75⸮F
15:19:57.827 -> Temperature: 38.69⸮C  |  101.64⸮F
15:19:59.027 -> Temperature: 38.63⸮C  |  101.52⸮F
15:20:00.204 -> Temperature: 38.63⸮C  |  101.52⸮F
15:20:01.363 -> Temperature: 38.69⸮C  |  101.64⸮F
15:20:02.522 -> Temperature: 38.63⸮C  |  101.52⸮F
15:20:03.716 -> Temperature: 38.56⸮C  |  101.41⸮F
15:20:04.890 -> Temperature: 38.44⸮C  |  101.19⸮F
15:20:06.039 -> Temperature: 38.31⸮C  |  100.96⸮F
15:20:07.235 -> Temperature: 38.19⸮C  |  100.74⸮F
15:20:08.381 -> Temperature: 38.13⸮C  |  100.62⸮F
15:20:09.568 -> Temperature: 38.06⸮C  |  100.51⸮F
15:20:10.728 -> Temperature: 38.06⸮C  |  100.51⸮F
15:20:11.917 -> Temperature: 38.06⸮C  |  100.51⸮F
15:20:13.071 -> Temperature: 38.06⸮C  |  100.51⸮F
15:20:14.269 -> Temperature: 38.00⸮C  |  100.40⸮F
15:20:15.430 -> Temperature: 37.94⸮C  |  100.29⸮F
15:20:16.619 -> Temperature: 37.88⸮C  |  100.18⸮F
15:20:17.782 -> Temperature: 37.81⸮C  |  100.06⸮F
15:20:18.948 -> Temperature: 37.88⸮C  |  100.18⸮F
15:20:20.110 -> Temperature: 37.88⸮C  |  100.18⸮F
15:20:21.308 -> Temperature: 37.88⸮C  |  100.18⸮F
15:20:22.454 -> Temperature: 37.88⸮C  |  100.18⸮F
15:20:23.646 -> Temperature: 37.94⸮C  |  100.29⸮F
15:20:24.810 -> Temperature: 38.13⸮C  |  100.62⸮F
15:20:26.003 -> Temperature: 38.31⸮C  |  100.96⸮F
15:20:27.158 -> Temperature: 38.50⸮C  |  101.30⸮F
15:20:28.325 -> Temperature: 38.50⸮C  |  101.30⸮F
15:20:29.524 -> Temperature: 38.50⸮C  |  101.30⸮F
15:20:30.683 -> Temperature: 38.44⸮C  |  101.19⸮F
15:20:31.856 -> Temperature: 38.38⸮C  |  101.07⸮F
15:20:33.021 -> Temperature: 38.31⸮C  |  100.96⸮F
15:20:34.184 -> Temperature: 38.25⸮C  |  100.85⸮F
15:20:35.373 -> Temperature: 38.31⸮C  |  100.96⸮F
15:20:36.555 -> Temperature: 38.56⸮C  |  101.41⸮F
15:20:37.719 -> Temperature: 38.75⸮C  |  101.75⸮F
15:20:38.874 -> Temperature: 38.94⸮C  |  102.09⸮F
15:20:40.058 -> Temperature: 38.94⸮C  |  102.09⸮F
15:20:41.219 -> Temperature: 39.06⸮C  |  102.31⸮F
15:20:42.421 -> Temperature: 39.13⸮C  |  102.43⸮F
15:20:43.597 -> Temperature: 39.25⸮C  |  102.65⸮F
15:20:44.753 -> Temperature: 39.38⸮C  |  102.87⸮F
15:20:45.925 -> Temperature: 39.44⸮C  |  102.99⸮F
15:20:47.091 -> Temperature: 39.50⸮C  |  103.10⸮F
15:20:48.281 -> Temperature: 39.63⸮C  |  103.32⸮F
15:20:49.433 -> Temperature: 39.69⸮C  |  103.44⸮F
15:20:50.603 -> Temperature: 39.69⸮C  |  103.44⸮F
15:20:51.802 -> Temperature: 39.56⸮C  |  103.21⸮F
15:20:52.973 -> Temperature: 39.56⸮C  |  103.21⸮F
15:20:54.121 -> Temperature: 39.56⸮C  |  103.21⸮F
15:20:55.294 -> Temperature: 39.56⸮C  |  103.21⸮F
15:20:56.466 -> Temperature: 39.56⸮C  |  103.21⸮F
15:20:57.668 -> Temperature: 39.56⸮C  |  103.21⸮F
15:20:58.837 -> Temperature: 39.63⸮C  |  103.32⸮F
15:20:59.989 -> Temperature: 39.63⸮C  |  103.32⸮F
15:21:01.187 -> Temperature: 39.69⸮C  |  103.44⸮F
15:21:02.333 -> Temperature: 39.69⸮C  |  103.44⸮F
15:21:03.506 -> Temperature: 39.50⸮C  |  103.10⸮F
15:21:04.700 -> Temperature: 39.31⸮C  |  102.76⸮F
15:21:05.864 -> Temperature: 39.19⸮C  |  102.54⸮F
15:21:07.035 -> Temperature: 39.13⸮C  |  102.43⸮F
15:21:08.222 -> Temperature: 39.06⸮C  |  102.31⸮F
15:21:09.380 -> Temperature: 39.06⸮C  |  102.31⸮F
15:21:10.546 -> Temperature: 39.06⸮C  |  102.31⸮F
15:21:11.737 -> Temperature: 39.06⸮C  |  102.31⸮F
15:21:12.897 -> Temperature: 39.00⸮C  |  102.20⸮F
15:21:14.077 -> Temperature: 38.94⸮C  |  102.09⸮F
15:21:15.237 -> Temperature: 38.81⸮C  |  101.86⸮F
15:21:16.432 -> Temperature: 38.75⸮C  |  101.75⸮F
15:21:17.598 -> Temperature: 38.75⸮C  |  101.75⸮F
15:21:18.753 -> Temperature: 38.69⸮C  |  101.64⸮F
15:21:19.942 -> Temperature: 38.63⸮C  |  101.52⸮F
15:21:21.103 -> Temperature: 38.63⸮C  |  101.52⸮F
15:21:22.282 -> Temperature: 38.50⸮C  |  101.30⸮F
15:21:23.446 -> Temperature: 38.44⸮C  |  101.19⸮F
15:21:24.635 -> Temperature: 38.44⸮C  |  101.19⸮F
15:21:25.805 -> Temperature: 38.38⸮C  |  101.07⸮F
15:21:26.971 -> Temperature: 38.38⸮C  |  101.07⸮F
15:21:28.133 -> Temperature: 38.31⸮C  |  100.96⸮F
15:21:29.325 -> Temperature: 38.50⸮C  |  101.30⸮F
15:21:30.486 -> Temperature: 38.63⸮C  |  101.52⸮F
15:21:31.657 -> Temperature: 38.75⸮C  |  101.75⸮F
15:21:32.849 -> Temperature: 38.81⸮C  |  101.86⸮F
15:21:34.012 -> Temperature: 38.88⸮C  |  101.97⸮F
15:21:35.173 -> Temperature: 38.94⸮C  |  102.09⸮F
15:21:36.369 -> Temperature: 38.88⸮C  |  101.97⸮F
15:21:37.536 -> Temperature: 38.75⸮C  |  101.75⸮F
15:21:38.719 -> Temperature: 38.63⸮C  |  101.52⸮F
15:21:39.891 -> Temperature: 38.56⸮C  |  101.41⸮F
15:21:41.055 -> Temperature: 38.56⸮C  |  101.41⸮F
15:21:42.214 -> Temperature: 38.56⸮C  |  101.41⸮F
15:21:43.401 -> Temperature: 38.50⸮C  |  101.30⸮F
15:21:44.568 -> Temperature: 38.44⸮C  |  101.19⸮F
15:21:45.727 -> Temperature: 38.50⸮C  |  101.30⸮F
15:21:46.928 -> Temperature: 38.63⸮C  |  101.52⸮F
15:21:48.088 -> Temperature: 38.69⸮C  |  101.64⸮F
15:21:49.255 -> Temperature: 38.81⸮C  |  101.86⸮F
15:21:50.421 -> Temperature: 38.81⸮C  |  101.86⸮F
15:21:51.615 -> Temperature: 38.81⸮C  |  101.86⸮F
15:21:52.787 -> Temperature: 38.88⸮C  |  101.97⸮F
15:21:53.943 -> Temperature: 38.94⸮C  |  102.09⸮F
15:21:55.138 -> Temperature: 38.88⸮C  |  101.97⸮F
15:21:56.303 -> Temperature: 38.88⸮C  |  101.97⸮F
15:21:57.464 -> Temperature: 38.75⸮C  |  101.75⸮F
15:21:58.623 -> Temperature: 38.69⸮C  |  101.64⸮F
15:21:59.831 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:00.992 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:02.152 -> Temperature: 38.81⸮C  |  101.86⸮F
15:22:03.320 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:04.510 -> Temperature: 38.94⸮C  |  102.09⸮F
15:22:05.668 -> Temperature: 38.94⸮C  |  102.09⸮F
15:22:06.862 -> Temperature: 38.94⸮C  |  102.09⸮F
15:22:08.021 -> Temperature: 39.00⸮C  |  102.20⸮F
15:22:09.185 -> Temperature: 39.00⸮C  |  102.20⸮F
15:22:10.377 -> Temperature: 39.00⸮C  |  102.20⸮F
15:22:11.536 -> Temperature: 39.00⸮C  |  102.20⸮F
15:22:12.702 -> Temperature: 39.06⸮C  |  102.31⸮F
15:22:13.892 -> Temperature: 39.00⸮C  |  102.20⸮F
15:22:15.077 -> Temperature: 38.94⸮C  |  102.09⸮F
15:22:16.246 -> Temperature: 38.81⸮C  |  101.86⸮F
15:22:17.410 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:18.572 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:19.766 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:20.926 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:22.114 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:23.272 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:24.438 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:25.601 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:26.796 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:27.957 -> Temperature: 38.63⸮C  |  101.52⸮F
15:22:29.153 -> Temperature: 38.56⸮C  |  101.41⸮F
15:22:30.313 -> Temperature: 38.50⸮C  |  101.30⸮F
15:22:31.469 -> Temperature: 38.38⸮C  |  101.07⸮F
15:22:32.657 -> Temperature: 38.44⸮C  |  101.19⸮F
15:22:33.815 -> Temperature: 38.63⸮C  |  101.52⸮F
15:22:35.012 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:36.176 -> Temperature: 38.81⸮C  |  101.86⸮F
15:22:37.332 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:38.527 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:39.678 -> Temperature: 38.94⸮C  |  102.09⸮F
15:22:40.848 -> Temperature: 38.94⸮C  |  102.09⸮F
15:22:42.039 -> Temperature: 38.81⸮C  |  101.86⸮F
15:22:43.202 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:44.378 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:45.545 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:46.721 -> Temperature: 38.94⸮C  |  102.09⸮F
15:22:47.915 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:49.065 -> Temperature: 38.81⸮C  |  101.86⸮F
15:22:50.251 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:51.405 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:52.602 -> Temperature: 38.81⸮C  |  101.86⸮F
15:22:53.766 -> Temperature: 38.88⸮C  |  101.97⸮F
15:22:54.923 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:56.119 -> Temperature: 38.69⸮C  |  101.64⸮F
15:22:57.277 -> Temperature: 38.75⸮C  |  101.75⸮F
15:22:58.438 -> Temperature: 38.81⸮C  |  101.86⸮F
15:22:59.632 -> Temperature: 38.81⸮C  |  101.86⸮F
15:23:00.819 -> Temperature: 38.81⸮C  |  101.86⸮F
15:23:01.981 -> Temperature: 38.88⸮C  |  101.97⸮F
15:23:03.141 -> Temperature: 39.00⸮C  |  102.20⸮F
15:23:04.306 -> Temperature: 39.13⸮C  |  102.43⸮F
15:23:05.495 -> Temperature: 39.13⸮C  |  102.43⸮F
15:23:06.663 -> Temperature: 39.13⸮C  |  102.43⸮F
15:23:07.827 -> Temperature: 39.13⸮C  |  102.43⸮F
15:23:09.019 -> Temperature: 39.19⸮C  |  102.54⸮F
15:23:10.171 -> Temperature: 39.25⸮C  |  102.65⸮F
15:23:11.366 -> Temperature: 39.31⸮C  |  102.76⸮F
15:23:12.522 -> Temperature: 39.31⸮C  |  102.76⸮F
15:23:13.709 -> Temperature: 39.31⸮C  |  102.76⸮F
15:23:14.860 -> Temperature: 39.38⸮C  |  102.87⸮F
15:23:16.050 -> Temperature: 39.50⸮C  |  103.10⸮F
15:23:17.216 -> Temperature: 39.44⸮C  |  102.99⸮F
15:23:18.384 -> Temperature: 39.44⸮C  |  102.99⸮F
15:23:19.575 -> Temperature: 39.38⸮C  |  102.87⸮F
15:23:20.728 -> Temperature: 39.31⸮C  |  102.76⸮F
15:23:21.918 -> Temperature: 39.25⸮C  |  102.65⸮F
15:23:23.074 -> Temperature: 39.19⸮C  |  102.54⸮F
15:23:24.265 -> Temperature: 39.25⸮C  |  102.65⸮F
15:23:25.421 -> Temperature: 39.25⸮C  |  102.65⸮F
15:23:26.600 -> Temperature: 39.31⸮C  |  102.76⸮F
15:23:27.793 -> Temperature: 39.38⸮C  |  102.87⸮F
15:23:28.947 -> Temperature: 39.44⸮C  |  102.99⸮F
15:23:30.113 -> Temperature: 39.50⸮C  |  103.10⸮F
15:23:31.305 -> Temperature: 39.56⸮C  |  103.21⸮F
15:23:32.458 -> Temperature: 39.69⸮C  |  103.44⸮F
15:23:33.654 -> Temperature: 39.69⸮C  |  103.44⸮F
15:23:34.818 -> Temperature: 39.56⸮C  |  103.21⸮F
15:23:35.980 -> Temperature: 39.50⸮C  |  103.10⸮F
15:23:37.173 -> Temperature: 39.31⸮C  |  102.76⸮F
15:23:38.333 -> Temperature: 39.25⸮C  |  102.65⸮F
15:23:39.487 -> Temperature: 39.25⸮C  |  102.65⸮F
15:23:40.678 -> Temperature: 39.19⸮C  |  102.54⸮F
15:23:41.862 -> Temperature: 39.19⸮C  |  102.54⸮F
15:23:43.031 -> Temperature: 39.13⸮C  |  102.43⸮F
15:23:44.206 -> Temperature: 39.06⸮C  |  102.31⸮F
15:23:45.357 -> Temperature: 38.94⸮C  |  102.09⸮F
15:23:46.548 -> Temperature: 38.88⸮C  |  101.97⸮F
15:23:47.716 -> Temperature: 38.88⸮C  |  101.97⸮F
15:23:48.889 -> Temperature: 38.94⸮C  |  102.09⸮F
15:23:50.047 -> Temperature: 38.94⸮C  |  102.09⸮F
15:23:51.236 -> Temperature: 39.00⸮C  |  102.20⸮F
15:23:52.402 -> Temperature: 39.06⸮C  |  102.31⸮F
15:23:53.565 -> Temperature: 39.00⸮C  |  102.20⸮F
15:23:54.753 -> Temperature: 38.94⸮C  |  102.09⸮F
15:23:55.917 -> Temperature: 38.81⸮C  |  101.86⸮F
15:23:57.086 -> Temperature: 38.88⸮C  |  101.97⸮F
15:23:58.253 -> Temperature: 39.00⸮C  |  102.20⸮F
15:23:59.437 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:00.612 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:01.776 -> Temperature: 38.94⸮C  |  102.09⸮F
15:24:02.978 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:04.133 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:05.289 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:06.485 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:07.650 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:08.813 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:09.995 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:11.164 -> Temperature: 38.94⸮C  |  102.09⸮F
15:24:12.335 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:13.520 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:14.691 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:15.874 -> Temperature: 39.13⸮C  |  102.43⸮F
15:24:17.035 -> Temperature: 39.19⸮C  |  102.54⸮F
15:24:18.221 -> Temperature: 39.19⸮C  |  102.54⸮F
15:24:19.378 -> Temperature: 39.25⸮C  |  102.65⸮F
15:24:20.540 -> Temperature: 39.19⸮C  |  102.54⸮F
15:24:21.728 -> Temperature: 39.13⸮C  |  102.43⸮F
15:24:22.880 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:24.079 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:25.236 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:26.405 -> Temperature: 38.81⸮C  |  101.86⸮F
15:24:27.597 -> Temperature: 38.75⸮C  |  101.75⸮F
15:24:28.755 -> Temperature: 38.69⸮C  |  101.64⸮F
15:24:29.943 -> Temperature: 38.56⸮C  |  101.41⸮F
15:24:31.090 -> Temperature: 38.56⸮C  |  101.41⸮F
15:24:32.277 -> Temperature: 38.69⸮C  |  101.64⸮F
15:24:33.464 -> Temperature: 38.75⸮C  |  101.75⸮F
15:24:34.618 -> Temperature: 38.81⸮C  |  101.86⸮F
15:24:35.815 -> Temperature: 38.94⸮C  |  102.09⸮F
15:24:36.970 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:38.126 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:39.299 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:40.491 -> Temperature: 38.94⸮C  |  102.09⸮F
15:24:41.653 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:42.817 -> Temperature: 39.00⸮C  |  102.20⸮F
15:24:44.000 -> Temperature: 38.94⸮C  |  102.09⸮F
15:24:45.196 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:46.361 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:47.525 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:48.706 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:49.859 -> Temperature: 38.88⸮C  |  101.97⸮F
15:24:51.049 -> Temperature: 38.94⸮C  |  102.09⸮F
15:24:52.213 -> Temperature: 39.06⸮C  |  102.31⸮F
15:24:53.399 -> Temperature: 39.19⸮C  |  102.54⸮F
15:24:54.562 -> Temperature: 39.25⸮C  |  102.65⸮F
15:24:55.730 -> Temperature: 39.31⸮C  |  102.76⸮F
15:24:56.894 -> Temperature: 39.19⸮C  |  102.54⸮F
15:24:58.090 -> Temperature: 39.25⸮C  |  102.65⸮F
15:24:59.253 -> Temperature: 39.25⸮C  |  102.65⸮F
15:25:00.411 -> Temperature: 39.13⸮C  |  102.43⸮F
15:25:01.614 -> Temperature: 39.06⸮C  |  102.31⸮F
15:25:02.772 -> Temperature: 39.06⸮C  |  102.31⸮F
15:25:03.952 -> Temperature: 39.00⸮C  |  102.20⸮F
15:25:05.116 -> Temperature: 38.94⸮C  |  102.09⸮F
15:25:06.278 -> Temperature: 38.88⸮C  |  101.97⸮F
15:25:07.466 -> Temperature: 39.00⸮C  |  102.20⸮F
15:25:08.654 -> Temperature: 39.06⸮C  |  102.31⸮F
15:25:09.795 -> Temperature: 39.00⸮C  |  102.20⸮F
